name,nickname,wins,losses,draws,height_cm,weight_in_kg,reach_in_cm,stance,date_of_birth,significant_strikes_landed_per_minute,significant_striking_accuracy,significant_strikes_absorbed_per_minute,significant_strike_defence,average_takedowns_landed_per_15_minutes,takedown_accuracy,takedown_defense,average_submissions_attempted_per_15_minutes,age,total_fights,win_rate,loss_rate,draw_rate,win_loss_ratio
James Wilks,Lightning,7,4,0,185.42,77.11,190.5,Orthodox,1978-05-04,1.82,45.0,2.03,50.0,1.27,22.0,66.0,3.8,47,11,0.6363636363636364,0.36363636363636365,0.0,1.4
Assu Almabayev,Zulfikar,18,2,0,162.56,56.7,165.1,Orthodox,1994-01-25,3.18,65.0,0.49,77.0,3.67,40.0,0.0,3.7,31,20,0.9,0.1,0.0,6.0
Nyamjargal Tumendemberel,Art of Knockout,8,0,0,170.18,56.7,180.34,Orthodox,1998-03-22,4.43,44.0,3.62,45.0,4.68,38.0,14.0,3.7,27,8,1.0,0.0,0.0,8.0
Jaqueline Amorim,The Beast,7,1,0,160.02,52.16,172.72,Orthodox,1995-06-24,3.42,52.0,1.81,62.0,1.57,23.0,0.0,3.7,30,8,0.875,0.125,0.0,3.5
HyunSung Park,Peace of Mind,8,0,0,170.18,56.7,167.64,Orthodox,1995-11-04,3.51,48.0,2.62,59.0,2.23,30.0,100.0,3.7,29,8,1.0,0.0,0.0,8.0
Igor Gracie,The Beast,5,4,0,180.34,77.11,181.80887362637364,Orthodox,1987-01-21,1.86,60.0,0.99,50.0,3.72,50.0,0.0,3.7,38,9,0.5555555555555556,0.4444444444444444,0.0,1.0
Brady Fink,The Beast,2,3,0,182.88,83.01,181.80887362637364,Orthodox,1987-01-21,1.69,41.0,1.69,61.0,3.63,25.0,0.0,3.6,38,5,0.4,0.6,0.0,0.5
Tatsuya Mizuno,The Beast,16,12,1,185.42,92.99,181.80887362637364,Southpaw,1981-06-02,2.25,37.0,3.52,53.0,1.19,25.0,40.0,3.6,44,29,0.5517241379310345,0.41379310344827586,0.034482758620689655,1.2307692307692308
Per Eklund,The Beast,14,5,1,177.8,70.31,182.88,Orthodox,1987-01-21,2.07,61.0,2.38,67.0,2.07,11.0,50.0,3.6,38,20,0.7,0.25,0.05,2.3333333333333335
Daisuke Nakamura,The Beast,28,19,1,170.18,69.85,181.80887362637364,Orthodox,1980-06-10,0.94,30.0,1.38,61.0,0.46,40.0,30.0,3.6,45,48,0.5833333333333334,0.3958333333333333,0.020833333333333332,1.4
Brennan Ward,The Irish Bad Boy,14,5,0,177.8,77.11,180.34,Orthodox,1987-01-21,7.2,60.0,2.76,52.0,0.0,0.0,100.0,3.6,38,19,0.7368421052631579,0.2631578947368421,0.0,2.3333333333333335
Ken Kaneko,The Beast,0,3,0,182.88,73.03,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.94,42.0,0.0,0.0,0.0,3.5,38,3,0.0,1.0,0.0,0.0
Rolando Delgado,Roli,11,6,1,190.5,70.31,195.58,Orthodox,1981-11-22,1.56,40.0,1.83,62.0,1.17,22.0,0.0,3.5,43,18,0.6111111111111112,0.3333333333333333,0.05555555555555555,1.5714285714285714
Mike King,The Beast,5,1,0,190.5,83.91,181.80887362637364,Orthodox,1987-01-21,4.44,58.0,1.29,72.0,1.75,25.0,40.0,3.5,38,6,0.8333333333333334,0.16666666666666666,0.0,2.5
Kit Cope,Havoc,6,7,0,182.88,77.11,181.80887362637364,Orthodox,1977-03-17,1.18,52.0,2.12,35.0,0.0,0.0,50.0,3.5,48,13,0.46153846153846156,0.5384615384615384,0.0,0.75
Chris Sanford,The Beast,5,1,0,180.34,83.91,181.80887362637364,Orthodox,1968-03-12,0.23,50.0,3.22,17.0,0.0,0.0,0.0,3.5,57,6,0.8333333333333334,0.16666666666666666,0.0,2.5
Junie Browning,The Beast,5,6,0,175.26,70.31,181.80887362637364,Orthodox,1984-05-12,3.76,48.0,1.76,66.0,3.53,66.0,0.0,3.5,41,11,0.45454545454545453,0.5454545454545454,0.0,0.7142857142857143
Preston Parsons,Pressure,10,4,0,180.34,77.11,180.34,Orthodox,1995-07-15,4.14,56.0,3.76,49.0,3.11,33.0,100.0,3.5,30,14,0.7142857142857143,0.2857142857142857,0.0,2.0
Mike Budnik,The Beast,13,4,0,175.26,65.77,172.72,Orthodox,1974-08-08,0.65,52.0,0.95,53.0,0.0,0.0,0.0,3.4,51,17,0.7647058823529411,0.23529411764705882,0.0,2.6
Zhang Tiequan,The Wolf,15,4,0,172.72,70.31,175.26,Orthodox,1978-07-25,1.23,36.0,2.14,51.0,1.95,58.0,75.0,3.4,47,19,0.7894736842105263,0.21052631578947367,0.0,3.0
Shannon Gugerty,The Beast,15,7,0,177.8,70.31,180.34,Orthodox,1981-12-30,1.25,39.0,1.88,58.0,2.13,27.0,50.0,3.4,43,22,0.6818181818181818,0.3181818181818182,0.0,1.875
Allen Berube,Monstah Lobstah,4,3,0,172.72,70.31,181.80887362637364,Orthodox,1974-08-25,0.92,80.0,0.92,33.0,6.87,100.0,0.0,3.4,51,7,0.5714285714285714,0.42857142857142855,0.0,1.0
Tim Credeur,The Beast,12,4,0,190.5,83.91,190.5,Orthodox,1977-07-09,3.59,30.0,3.13,57.0,0.41,100.0,50.0,3.3,48,16,0.75,0.25,0.0,2.4
Daisuke Sugie,Amazon,10,8,1,167.64,72.57,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.22,80.0,3.27,50.0,0.0,3.3,38,19,0.5263157894736842,0.42105263157894735,0.05263157894736842,1.1111111111111112
Herbert Burns,The Blaze,11,4,0,175.26,65.77,185.42,Orthodox,1988-02-02,1.61,51.0,4.74,30.0,3.92,75.0,60.0,3.3,37,15,0.7333333333333333,0.26666666666666666,0.0,2.2
Edwin DeWees,Babyface,38,17,0,185.42,83.91,181.80887362637364,Orthodox,1982-08-07,1.53,33.0,6.19,39.0,2.18,66.0,0.0,3.3,43,55,0.6909090909090909,0.3090909090909091,0.0,2.111111111111111
Ricardo Romero,The Beast,11,3,0,182.88,92.99,193.04,Orthodox,1978-04-15,2.17,55.0,4.77,46.0,1.63,10.0,100.0,3.3,47,14,0.7857142857142857,0.21428571428571427,0.0,2.75
Rob Broughton,The Bear,16,7,1,187.96,120.2,187.96,Orthodox,1983-03-03,2.83,60.0,2.54,51.0,0.0,0.0,26.0,3.2,42,24,0.6666666666666666,0.2916666666666667,0.041666666666666664,2.0
Ryuichi Murata,The Beast,8,3,1,172.72,83.01,181.80887362637364,Orthodox,1987-01-21,0.84,36.0,1.89,50.0,4.74,50.0,100.0,3.2,38,12,0.6666666666666666,0.25,0.08333333333333333,2.0
Roman Zentsov,The Russian Hammer,18,12,0,185.42,104.33,181.80887362637364,Orthodox,1973-09-10,1.18,36.0,0.53,70.0,1.6,100.0,33.0,3.2,52,30,0.6,0.4,0.0,1.3846153846153846
Dmitry Sosnovskiy,Wicked Machine,11,0,0,190.5,108.86,195.58,Orthodox,1989-07-06,2.95,70.0,2.53,35.0,3.16,66.0,100.0,3.2,36,11,1.0,0.0,0.0,11.0
Jesse Taylor,JT Money,31,15,0,182.88,77.11,185.42,Orthodox,1983-01-02,1.94,65.0,0.55,38.0,7.28,50.0,100.0,3.1,42,46,0.6739130434782609,0.32608695652173914,0.0,1.9375
Alexandre Dantas,Cafe,0,3,0,187.96,107.95,181.80887362637364,Orthodox,1979-03-01,0.21,25.0,1.87,60.0,0.0,0.0,0.0,3.1,46,3,0.0,1.0,0.0,0.0
Kevin Jousset,Air,9,2,0,187.96,77.11,190.5,Orthodox,1993-05-02,6.02,50.0,8.1,33.0,3.11,100.0,0.0,3.1,32,11,0.8181818181818182,0.18181818181818182,0.0,3.0
Manny Bermudez,The Bermudez Triangle,14,2,0,177.8,65.77,180.34,Orthodox,1994-07-16,2.92,61.0,2.68,46.0,3.06,54.0,0.0,3.1,31,16,0.875,0.125,0.0,4.666666666666667
Eric Lawson,The Beast,9,5,0,182.88,83.91,181.80887362637364,Orthodox,1987-01-21,1.58,57.0,1.97,44.0,8.88,42.0,0.0,3.0,38,14,0.6428571428571429,0.35714285714285715,0.0,1.5
Sidney Outlaw,The Beast,8,4,0,172.72,77.11,187.96,Orthodox,1992-04-11,0.13,33.0,0.8,71.0,3.0,75.0,0.0,3.0,33,12,0.6666666666666666,0.3333333333333333,0.0,1.6
Maiquel Falcao,Big Rig,37,10,0,180.34,83.91,181.80887362637364,Orthodox,1981-03-08,1.67,55.0,0.53,86.0,1.0,100.0,71.0,3.0,44,47,0.7872340425531915,0.2127659574468085,0.0,3.3636363636363638
Samandar Murodov,The Beast,8,0,0,185.42,77.11,190.5,Orthodox,1999-08-28,3.41,80.0,0.8,0.0,3.01,100.0,0.0,3.0,26,8,1.0,0.0,0.0,8.0
Katsuaki Furuki,The Beast,1,1,0,182.88,76.2,181.80887362637364,Orthodox,1987-01-21,0.27,10.0,2.67,39.0,0.0,0.0,0.0,3.0,38,2,0.5,0.5,0.0,0.5
Matt Secor,The Beast,8,4,0,182.88,77.11,181.80887362637364,Orthodox,1987-01-21,0.51,20.0,0.81,50.0,3.03,100.0,0.0,3.0,38,12,0.6666666666666666,0.3333333333333333,0.0,1.6
Danny Mitchell,The Cheesecake Assassin,19,9,1,187.96,77.11,181.80887362637364,Orthodox,1986-08-08,2.53,49.0,2.53,52.0,0.0,0.0,100.0,3.0,39,29,0.6551724137931034,0.3103448275862069,0.034482758620689655,1.9
Adam Piccolotti,The Beast,9,0,0,180.34,70.31,181.80887362637364,Orthodox,1987-01-21,4.61,50.0,2.83,71.0,2.96,60.0,100.0,3.0,38,9,1.0,0.0,0.0,9.0
Scott Shaffer,The Beast,0,1,0,170.18,65.77,181.80887362637364,Orthodox,1987-01-21,2.4,67.0,0.53,50.0,0.0,0.0,72.0,3.0,38,1,0.0,1.0,0.0,0.0
Raymond Daniels,The Beast,0,1,0,187.96,83.91,181.80887362637364,Southpaw,1987-01-21,0.0,0.0,2.61,38.0,0.0,0.0,33.0,3.0,38,1,0.0,1.0,0.0,0.0
Fabiano Iha,The Beast,9,5,0,172.72,70.31,181.80887362637364,Orthodox,1970-07-28,1.73,47.0,2.49,42.0,2.88,40.0,50.0,2.9,55,14,0.6428571428571429,0.35714285714285715,0.0,1.5
Jan Nortje,The Giant,2,6,0,185.42,140.61,181.80887362637364,Southpaw,1975-04-11,3.32,51.0,4.5,32.0,0.0,0.0,66.0,2.9,50,8,0.25,0.75,0.0,0.2857142857142857
Will Ribeiro,The Beast,10,2,0,172.72,61.23,181.80887362637364,Orthodox,1983-02-17,1.83,28.0,1.64,74.0,1.15,100.0,50.0,2.9,42,12,0.8333333333333334,0.16666666666666666,0.0,3.3333333333333335
Anthony Hernandez,Fluffy,11,2,0,182.88,83.91,190.5,Orthodox,1993-10-18,4.33,62.0,3.36,46.0,6.79,57.0,63.0,2.9,31,13,0.8461538461538461,0.15384615384615385,0.0,3.6666666666666665
Marcus Jones,The Darkness,4,2,0,198.12,120.2,181.80887362637364,Orthodox,1973-08-15,1.94,52.0,2.71,58.0,8.71,75.0,0.0,2.9,52,6,0.6666666666666666,0.3333333333333333,0.0,1.3333333333333333
Tatsuro Taira,The Beast,14,0,0,170.18,56.7,177.8,Orthodox,2000-01-27,3.23,69.0,1.26,47.0,2.41,41.0,60.0,2.8,25,14,1.0,0.0,0.0,14.0
Jason High,The Kansas City Bandit,21,6,0,172.72,70.31,185.42,Southpaw,1981-10-12,1.28,42.0,1.56,48.0,2.36,63.0,37.0,2.8,43,27,0.7777777777777778,0.2222222222222222,0.0,3.0
Mike Nickels,The Beast,9,5,0,193.04,92.99,181.80887362637364,Orthodox,1971-12-13,4.44,52.0,1.11,64.0,11.11,80.0,0.0,2.8,53,14,0.6428571428571429,0.35714285714285715,0.0,1.5
Shaheen Santana,Shazam,6,1,0,185.42,70.31,190.5,Orthodox,1991-06-04,0.82,42.0,1.65,40.0,0.0,0.0,0.0,2.8,34,7,0.8571428571428571,0.14285714285714285,0.0,3.0
Sam Patterson,The Beast,10,2,1,190.5,70.31,198.12,Orthodox,1996-04-30,2.56,36.0,3.98,44.0,0.0,0.0,33.0,2.8,29,13,0.7692307692307693,0.15384615384615385,0.07692307692307693,3.3333333333333335
Rei Tsuruya,The Beast,8,0,0,167.64,56.7,172.72,Orthodox,2002-06-22,2.91,63.0,1.64,42.0,7.74,57.0,50.0,2.8,23,8,1.0,0.0,0.0,8.0
Yoshiyuki Yoshida,Zenko,18,9,0,180.34,77.11,177.8,Southpaw,1974-05-10,0.85,36.0,3.67,36.0,1.41,28.0,25.0,2.8,51,27,0.6666666666666666,0.3333333333333333,0.0,1.8
Nadia Kassem,The Beast,5,2,0,165.1,56.7,167.64,Southpaw,1995-11-15,3.13,41.0,4.48,48.0,0.46,33.0,40.0,2.8,29,7,0.7142857142857143,0.2857142857142857,0.0,1.6666666666666667
Rinya Nakamura,Hybred,8,0,0,170.18,61.23,172.72,Southpaw,1995-03-23,4.23,54.0,1.78,70.0,4.23,85.0,100.0,2.8,30,8,1.0,0.0,0.0,8.0
Ron Waterman,H20,16,6,2,187.96,127.01,181.80887362637364,Orthodox,1965-11-23,0.84,50.0,1.37,42.0,4.19,69.0,50.0,2.8,59,24,0.6666666666666666,0.25,0.08333333333333333,2.2857142857142856
Abel Cullum,The Silent Assassin,20,6,0,170.18,63.05,181.80887362637364,Orthodox,1987-04-21,1.82,40.0,1.23,46.0,4.01,52.0,0.0,2.8,38,26,0.7692307692307693,0.23076923076923078,0.0,2.857142857142857
Andre Galvao,The Beast,5,2,0,170.18,76.2,181.80887362637364,Orthodox,1982-09-29,2.34,52.0,1.56,58.0,2.02,27.0,0.0,2.8,42,7,0.7142857142857143,0.2857142857142857,0.0,1.6666666666666667
Dan Lauzon,The Upgrade,17,6,0,177.8,70.31,181.80887362637364,Orthodox,1988-03-30,1.34,25.0,4.09,61.0,1.63,33.0,80.0,2.7,37,23,0.7391304347826086,0.2608695652173913,0.0,2.4285714285714284
Darrick Minner,The Beast,26,14,0,170.18,65.77,175.26,Orthodox,1990-04-28,2.63,65.0,2.28,35.0,2.4,72.0,66.0,2.7,35,40,0.65,0.35,0.0,1.7333333333333334
Edson Berto,Little Tiger,17,12,1,167.64,70.31,181.80887362637364,Orthodox,1983-07-05,1.76,36.0,4.62,47.0,5.47,40.0,0.0,2.7,42,30,0.5666666666666667,0.4,0.03333333333333333,1.3076923076923077
Khamzat Chimaev,Borz,13,0,0,187.96,83.91,190.5,Orthodox,1994-05-01,5.72,58.0,3.46,42.0,3.99,46.0,100.0,2.7,31,13,1.0,0.0,0.0,13.0
Carlton Jones,The Beast,1,4,0,185.42,102.06,181.80887362637364,Orthodox,1987-01-21,2.32,41.0,3.58,56.0,4.02,50.0,57.0,2.7,38,5,0.2,0.8,0.0,0.2
Charles Oliveira,Do Bronxs,34,9,0,177.8,70.31,187.96,Orthodox,1989-10-17,3.54,53.0,3.19,51.0,2.32,40.0,55.0,2.7,35,43,0.7906976744186046,0.20930232558139536,0.0,3.4
Matt Horwich,Suave,30,25,1,185.42,83.91,181.80887362637364,Orthodox,1978-10-02,1.11,62.0,2.16,38.0,0.33,9.0,28.0,2.7,46,56,0.5357142857142857,0.44642857142857145,0.017857142857142856,1.1538461538461537
Charles McCarthy,Chainsaw,10,5,0,177.8,83.91,180.34,Orthodox,1980-08-06,0.18,12.0,4.03,56.0,2.67,60.0,0.0,2.7,45,15,0.6666666666666666,0.3333333333333333,0.0,1.6666666666666667
Jeff Bedard,Little Popeye,13,3,0,167.64,65.77,181.80887362637364,Orthodox,1970-02-06,0.8,51.0,0.0,100.0,3.43,66.0,100.0,2.6,55,16,0.8125,0.1875,0.0,3.25
Roybert Echeverria,The Unbroken,7,1,0,165.1,56.7,170.18,Switch,1995-08-21,2.95,53.0,2.52,57.0,0.0,0.0,71.0,2.6,30,8,0.875,0.125,0.0,3.5
Julian Marquez,The Cuban Missile Crisis,9,4,0,187.96,83.91,182.88,Orthodox,1990-05-08,4.86,44.0,4.99,51.0,0.0,0.0,53.0,2.6,35,13,0.6923076923076923,0.3076923076923077,0.0,1.8
Allan Goes,The Beast,10,5,2,182.88,92.99,181.80887362637364,Orthodox,1971-04-20,0.64,52.0,1.35,41.0,1.75,40.0,0.0,2.6,54,17,0.5882352941176471,0.29411764705882354,0.11764705882352941,1.6666666666666667
Joseph Morales,The Beast,9,2,0,167.64,56.7,175.26,Switch,1994-08-22,1.58,37.0,1.72,60.0,0.53,50.0,23.0,2.6,31,11,0.8181818181818182,0.18181818181818182,0.0,3.0
Nick Thompson,The Goat,38,14,1,185.42,77.11,187.96,Orthodox,1981-06-23,1.87,42.0,1.8,49.0,1.06,100.0,35.0,2.6,44,53,0.7169811320754716,0.2641509433962264,0.018867924528301886,2.533333333333333
Dustin Pague,The Disciple,12,11,0,175.26,61.23,187.96,Orthodox,1987-08-05,1.65,53.0,2.96,41.0,1.03,44.0,55.0,2.6,38,23,0.5217391304347826,0.4782608695652174,0.0,1.0
Coty Wheeler,Ox,14,5,0,167.64,61.23,170.18,Orthodox,1978-10-11,1.88,22.0,3.16,59.0,0.87,37.0,33.0,2.6,46,19,0.7368421052631579,0.2631578947368421,0.0,2.3333333333333335
Lu Kai,The Last Gladiator,8,5,0,175.26,65.77,175.26,Orthodox,1994-03-01,3.76,43.0,5.51,55.0,2.62,50.0,100.0,2.6,31,13,0.6153846153846154,0.38461538461538464,0.0,1.3333333333333333
Renato Sobral,Babalu,37,11,0,185.42,92.99,190.5,Orthodox,1975-09-07,2.23,45.0,1.53,57.0,2.48,42.0,65.0,2.6,50,48,0.7708333333333334,0.22916666666666666,0.0,3.0833333333333335
Daniel Roberts,Ninja,15,7,0,177.8,77.11,187.96,Southpaw,1980-08-05,0.73,20.0,2.27,46.0,2.46,44.0,40.0,2.5,45,22,0.6818181818181818,0.3181818181818182,0.0,1.875
Keigo Kunihara,The Beast,3,2,0,182.88,106.59,181.80887362637364,Orthodox,1987-01-21,0.17,10.0,1.99,57.0,4.97,40.0,100.0,2.5,38,5,0.6,0.4,0.0,1.0
Jeimeson Saudino,The Minion,8,5,0,167.64,61.23,181.80887362637364,Orthodox,1987-01-21,0.66,30.0,0.82,84.0,2.47,50.0,0.0,2.5,38,13,0.6153846153846154,0.38461538461538464,0.0,1.3333333333333333
Marloes Coenen,The Beast,23,8,0,175.26,65.77,170.18,Orthodox,1987-01-21,2.15,51.0,1.9,67.0,0.82,30.0,41.0,2.5,38,31,0.7419354838709677,0.25806451612903225,0.0,2.5555555555555554
Daniel Spohn,Dragon,15,6,0,193.04,92.99,200.66,Southpaw,1984-10-12,2.42,49.0,1.6,53.0,0.0,0.0,28.0,2.5,40,21,0.7142857142857143,0.2857142857142857,0.0,2.142857142857143
Andre Petroski,The Beast,10,3,0,182.88,83.91,185.42,Switch,1991-06-12,3.61,51.0,3.03,51.0,4.48,54.0,71.0,2.5,34,13,0.7692307692307693,0.23076923076923078,0.0,2.5
Dave Menne,The Warrior,45,17,2,177.8,77.11,181.80887362637364,Orthodox,1974-07-29,1.84,44.0,1.99,42.0,0.46,50.0,57.0,2.5,51,64,0.703125,0.265625,0.03125,2.5
Kyle Kurtz,The Beast,7,5,0,178.23432467873064,77.11,181.80887362637364,Orthodox,1987-01-21,1.31,36.0,2.95,52.0,1.23,20.0,0.0,2.5,38,12,0.5833333333333334,0.4166666666666667,0.0,1.1666666666666667
Renato Verissimo,Charuto,7,5,0,185.42,77.11,181.80887362637364,Orthodox,1973-08-03,0.92,48.0,1.87,47.0,1.46,30.0,50.0,2.5,52,12,0.5833333333333334,0.4166666666666667,0.0,1.1666666666666667
Ken Shamrock,The World's Most Dangerous Man,28,17,2,185.42,92.99,182.88,Orthodox,1964-02-11,1.47,46.0,4.3,39.0,0.94,60.0,44.0,2.5,61,47,0.5957446808510638,0.3617021276595745,0.0425531914893617,1.5555555555555556
Lumumba Sayers,The Beast,6,5,0,182.88,83.91,181.80887362637364,Orthodox,1987-01-21,2.54,41.0,2.37,48.0,7.63,75.0,0.0,2.5,38,11,0.5454545454545454,0.45454545454545453,0.0,1.0
Dale Hartt,The Beast,6,3,0,177.8,70.31,175.26,Orthodox,1979-04-04,1.14,35.0,1.55,66.0,1.22,100.0,25.0,2.5,46,9,0.6666666666666666,0.3333333333333333,0.0,1.5
Thomas Petersen,The Train,8,1,0,185.42,119.75,187.96,Southpaw,1995-03-30,3.59,73.0,2.45,40.0,7.34,100.0,100.0,2.5,30,9,0.8888888888888888,0.1111111111111111,0.0,4.0
Tom Murphy,The Beast,8,0,0,187.96,102.97,181.80887362637364,Southpaw,1974-11-19,2.5,71.0,0.17,84.0,7.51,85.0,0.0,2.5,50,8,1.0,0.0,0.0,8.0
Naoki Inoue,The Beast,11,1,0,175.26,56.7,180.34,Orthodox,1997-06-14,3.67,35.0,3.37,60.0,0.0,0.0,60.0,2.5,28,12,0.9166666666666666,0.08333333333333333,0.0,5.5
Phil Cardella,The Beast,8,5,0,180.34,70.31,181.80887362637364,Orthodox,1987-01-21,2.47,50.0,2.0,57.0,0.0,0.0,11.0,2.5,38,13,0.6153846153846154,0.38461538461538464,0.0,1.3333333333333333
Clayton Carpenter,The Beast,7,0,0,167.64,56.7,167.64,Orthodox,1996-06-09,4.5,51.0,2.85,60.0,2.47,50.0,0.0,2.5,29,7,1.0,0.0,0.0,7.0
Ivan Salaverry,The Beast,14,9,0,182.88,83.91,181.80887362637364,Orthodox,1971-01-11,3.01,47.0,1.19,76.0,0.49,18.0,36.0,2.5,54,23,0.6086956521739131,0.391304347826087,0.0,1.4
Keisuke Fujiwara,The Beast,17,12,5,167.64,63.05,181.80887362637364,Switch,1987-01-21,0.73,44.0,1.2,47.0,0.0,0.0,23.0,2.5,38,34,0.5,0.35294117647058826,0.14705882352941177,1.3076923076923077
Cody McKenzie,The Beast,16,10,0,182.88,70.31,182.88,Switch,1987-12-16,1.74,34.0,2.5,67.0,2.5,25.0,14.0,2.5,37,26,0.6153846153846154,0.38461538461538464,0.0,1.4545454545454546
Tamdan McCrory,The Barncat,14,5,0,193.04,83.91,193.04,Switch,1986-11-05,2.07,49.0,1.6,46.0,2.28,50.0,33.0,2.5,38,19,0.7368421052631579,0.2631578947368421,0.0,2.3333333333333335
Liam McGeary,The Beast,12,2,0,198.12,92.99,181.80887362637364,Orthodox,1987-01-21,1.28,48.0,1.92,50.0,0.51,100.0,0.0,2.5,38,14,0.8571428571428571,0.14285714285714285,0.0,4.0
Jailton Almeida,Malhadinho,20,2,0,190.5,92.99,200.66,Orthodox,1991-06-26,2.78,64.0,0.52,43.0,5.14,55.0,75.0,2.4,34,22,0.9090909090909091,0.09090909090909091,0.0,6.666666666666667
Doug Marshall,The Rhino,18,8,0,177.8,92.99,181.80887362637364,Orthodox,1975-09-09,6.99,46.0,4.02,60.0,0.0,0.0,66.0,2.4,50,26,0.6923076923076923,0.3076923076923077,0.0,2.0
Mark Weir,The Wizard,21,18,1,187.96,83.91,181.80887362637364,Southpaw,1967-09-19,1.54,56.0,2.5,38.0,0.8,50.0,25.0,2.4,57,40,0.525,0.45,0.025,1.105263157894737
Shane del Rosario,The Beast,11,2,0,193.04,113.4,181.80887362637364,Southpaw,1983-09-23,3.93,60.0,2.97,54.0,1.2,40.0,16.0,2.4,41,13,0.8461538461538461,0.15384615384615385,0.0,3.6666666666666665
Juan Espino,El Guapo,11,2,0,190.5,115.67,203.2,Orthodox,1980-10-09,2.38,70.0,1.95,40.0,8.93,78.0,50.0,2.4,44,13,0.8461538461538461,0.15384615384615385,0.0,3.6666666666666665
Jason Lambert,The Punisher,26,13,0,190.5,83.91,190.5,Orthodox,1975-06-03,3.21,58.0,1.84,50.0,1.35,36.0,28.0,2.4,50,39,0.6666666666666666,0.3333333333333333,0.0,1.8571428571428572
Noad Lahat,Neo,11,2,0,175.26,65.77,175.26,Orthodox,1984-06-08,2.79,46.0,1.47,63.0,2.37,26.0,16.0,2.4,41,13,0.8461538461538461,0.15384615384615385,0.0,3.6666666666666665
Paddy Pimblett,The Baddy,20,3,0,177.8,70.31,185.42,Orthodox,1995-01-03,4.19,46.0,3.48,41.0,0.97,25.0,56.0,2.4,30,23,0.8695652173913043,0.13043478260869565,0.0,5.0
Gabriel Miranda,Fly,17,6,0,180.34,65.77,180.34,Orthodox,1990-03-25,3.52,51.0,6.88,39.0,4.8,40.0,0.0,2.4,35,23,0.7391304347826086,0.2608695652173913,0.0,2.4285714285714284
Rob Kimmons,The Rosedale Reaper,25,9,0,177.8,83.91,185.42,Orthodox,1981-01-30,1.86,48.0,4.79,38.0,2.08,46.0,25.0,2.4,44,34,0.7352941176470589,0.2647058823529412,0.0,2.5
Hermes Franca,The Beast,24,17,0,167.64,70.31,180.34,Orthodox,1974-08-26,1.78,39.0,2.85,55.0,1.53,36.0,37.0,2.4,51,41,0.5853658536585366,0.4146341463414634,0.0,1.3333333333333333
Cesar Arzamendia,Goku,8,3,0,180.34,70.31,181.80887362637364,Orthodox,1991-01-31,5.37,45.0,5.2,56.0,7.32,75.0,0.0,2.4,34,11,0.7272727272727273,0.2727272727272727,0.0,2.0
Antonio Rodrigo Nogueira,Minotauro,34,10,1,190.5,108.86,195.58,Orthodox,1976-06-02,1.95,42.0,2.4,55.0,1.3,29.0,36.0,2.4,49,45,0.7555555555555555,0.2222222222222222,0.022222222222222223,3.090909090909091
Chris Lytle,Lights Out,31,18,5,180.34,77.11,172.72,Orthodox,1974-08-18,3.76,45.0,3.03,58.0,0.7,55.0,55.0,2.4,51,54,0.5740740740740741,0.3333333333333333,0.09259259259259259,1.631578947368421
Ramiz Brahimaj,The Beast,10,4,0,177.8,77.11,182.88,Orthodox,1992-11-17,2.47,41.0,4.08,50.0,1.9,66.0,58.0,2.4,32,14,0.7142857142857143,0.2857142857142857,0.0,2.0
Eugene Jackson,The Wolf,15,9,1,172.72,83.91,181.80887362637364,Orthodox,1966-09-23,2.19,33.0,3.44,32.0,1.91,71.0,16.0,2.3,58,25,0.6,0.36,0.04,1.5
Joe Doerksen,El Dirte,51,16,0,182.88,83.91,190.5,Orthodox,1977-10-09,1.43,42.0,2.79,50.0,2.02,33.0,33.0,2.3,47,67,0.7611940298507462,0.23880597014925373,0.0,3.0
Wes Sims,The Project,24,14,1,208.28,117.93,181.80887362637364,Orthodox,1979-08-04,0.98,51.0,2.95,37.0,0.0,0.0,40.0,2.3,46,39,0.6153846153846154,0.358974358974359,0.02564102564102564,1.6
JP Buys,Young Savage,9,6,0,165.1,61.23,170.18,Orthodox,1996-04-30,1.88,39.0,3.02,40.0,1.55,25.0,25.0,2.3,29,15,0.6,0.4,0.0,1.2857142857142858
Brandon Royval,Raw Dawg,15,6,0,175.26,56.7,172.72,Southpaw,1992-08-16,3.45,38.0,2.63,50.0,0.66,100.0,39.0,2.3,33,21,0.7142857142857143,0.2857142857142857,0.0,2.142857142857143
Nate Smith,The Savage,6,1,0,167.64,56.7,175.26,Switch,1995-04-09,1.28,38.0,2.04,35.0,0.0,0.0,33.0,2.3,30,7,0.8571428571428571,0.14285714285714285,0.0,3.0
Mats Nilsson,The Beast,11,4,1,185.42,77.11,181.80887362637364,Orthodox,1983-12-05,2.99,39.0,5.62,63.0,3.87,83.0,44.0,2.3,41,16,0.6875,0.25,0.0625,2.2
Hideo Tokoro,The Beast,34,29,2,170.18,61.23,181.80887362637364,Orthodox,1977-08-22,1.78,37.0,2.01,65.0,0.87,34.0,44.0,2.3,48,65,0.5230769230769231,0.4461538461538462,0.03076923076923077,1.1333333333333333
Jose Maria,No Chance,37,7,0,165.1,56.7,181.80887362637364,Orthodox,1982-01-04,3.2,53.0,3.98,52.0,2.32,27.0,33.0,2.3,43,44,0.8409090909090909,0.1590909090909091,0.0,4.625
