name,nickname,wins,losses,draws,height_cm,weight_in_kg,reach_in_cm,stance,date_of_birth,significant_strikes_landed_per_minute,significant_striking_accuracy,significant_strikes_absorbed_per_minute,significant_strike_defence,average_takedowns_landed_per_15_minutes,takedown_accuracy,takedown_defense,average_submissions_attempted_per_15_minutes,age,total_fights,win_rate,loss_rate,draw_rate,win_loss_ratio
Johnny Rees,The Hater Hurter,13,5,0,182.88,77.11,181.80887362637364,Orthodox,1982-10-21,3.29,64.0,0.84,47.0,1.15,25.0,50.0,0.0,42,18,0.7222222222222222,0.2777777777777778,0.0,2.1666666666666665
Dwayne Cason,The Beast,1,1,0,177.8,96.16,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,2,0.5,0.5,0.0,0.5
Josiane Nunes,Josi,10,1,0,157.48,65.77,170.18,Southpaw,1993-12-23,7.22,44.0,5.85,52.0,0.0,0.0,70.0,0.0,31,11,0.9090909090909091,0.09090909090909091,0.0,5.0
Danny Chavez,The Colombian Warrior,11,5,1,172.72,65.77,170.18,Orthodox,1987-03-14,2.86,38.0,3.83,50.0,1.95,60.0,87.0,0.0,38,17,0.6470588235294118,0.29411764705882354,0.058823529411764705,1.8333333333333333
Marcio Navarro,The Locomotive,14,14,0,182.88,70.31,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,28,0.5,0.5,0.0,0.9333333333333333
Ulysses Gomez,Useless,9,5,0,167.64,56.7,181.80887362637364,Orthodox,1983-05-25,2.72,25.0,3.57,68.0,0.0,0.0,0.0,0.0,42,14,0.6428571428571429,0.35714285714285715,0.0,1.5
Rostem Akman,The Beast,6,2,0,177.8,77.11,182.88,Switch,1991-12-19,1.8,25.0,3.97,57.0,1.0,40.0,87.0,0.0,33,8,0.75,0.25,0.0,2.0
Maria Rios,The Beast,2,3,0,165.1,56.7,181.80887362637364,Orthodox,1987-01-21,2.93,34.0,4.13,56.0,2.0,50.0,100.0,0.0,38,5,0.4,0.6,0.0,0.5
Oron Kahlon,The Beast,16,1,0,172.72,61.23,177.8,Orthodox,1984-11-04,0.85,37.0,4.93,36.0,0.0,0.0,40.0,0.0,40,17,0.9411764705882353,0.058823529411764705,0.0,8.0
Rodrigo Lidio,Dynamis,12,3,0,180.34,70.31,185.42,Orthodox,1989-07-07,0.97,50.0,0.0,100.0,0.0,0.0,50.0,0.0,36,15,0.8,0.2,0.0,3.0
Jacob Silva,Lil Animal,6,4,0,165.1,56.7,170.18,Orthodox,1988-02-23,4.17,44.0,4.92,56.0,1.51,100.0,66.0,0.0,37,10,0.6,0.4,0.0,1.2
Rudy Bears,The Beast,16,15,0,180.34,77.11,181.80887362637364,Southpaw,1987-01-21,1.27,29.0,2.53,50.0,0.0,0.0,0.0,0.0,38,31,0.5161290322580645,0.4838709677419355,0.0,1.0
Jacob Noe,Psycho,3,11,0,178.23432467873064,92.99,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,14,0.21428571428571427,0.7857142857142857,0.0,0.25
Anying Wang,The Beast,2,1,0,182.88,77.11,181.80887362637364,Orthodox,1991-04-04,1.32,26.0,1.63,44.0,0.0,0.0,33.0,0.0,34,3,0.6666666666666666,0.3333333333333333,0.0,1.0
Jerome Rivera,Renegade,10,6,0,177.8,56.7,182.88,Southpaw,1995-04-22,3.21,33.0,2.6,51.0,0.0,0.0,40.0,0.0,30,16,0.625,0.375,0.0,1.4285714285714286
Michael Kuiper,The Beast,15,5,0,182.88,83.91,185.42,Orthodox,1989-06-07,3.28,54.0,3.62,54.0,2.3,55.0,79.0,0.0,36,20,0.75,0.25,0.0,2.5
Sherrard Blackledge,The Thriller,5,1,0,180.34,70.31,190.5,Orthodox,1993-08-16,3.7,49.0,3.13,55.0,4.0,33.0,42.0,0.0,32,6,0.8333333333333334,0.16666666666666666,0.0,2.5
Teddy Ash,Bear,14,5,0,185.42,83.91,185.42,Switch,1989-12-27,7.27,61.0,6.8,28.0,0.0,0.0,100.0,0.0,35,19,0.7368421052631579,0.2631578947368421,0.0,2.3333333333333335
Brogan Walker,The Bear,8,4,0,162.56,56.7,170.18,Switch,1988-08-02,2.04,30.0,3.7,47.0,0.0,0.0,11.0,0.0,37,12,0.6666666666666666,0.3333333333333333,0.0,1.6
Ryan Roberts,The Beast,21,12,1,167.64,70.31,181.80887362637364,Orthodox,1978-07-16,0.0,0.0,22.5,45.0,0.0,0.0,0.0,0.0,47,34,0.6176470588235294,0.35294117647058826,0.029411764705882353,1.6153846153846154
Carlos Vera,Pequeno,11,3,0,178.23432467873064,61.23,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,14,0.7857142857142857,0.21428571428571427,0.0,2.75
Brandon Wolff,The Beast,7,5,0,175.26,77.11,181.80887362637364,Orthodox,1975-10-18,0.47,33.0,10.91,19.0,0.0,0.0,0.0,0.0,49,12,0.5833333333333334,0.4166666666666667,0.0,1.1666666666666667
Bruna Brasil,The Beast,9,3,1,167.64,52.16,165.1,Orthodox,1993-09-07,3.44,68.0,3.94,53.0,1.86,66.0,53.0,0.0,32,13,0.6923076923076923,0.23076923076923078,0.07692307692307693,2.25
Eduardo Pamplona,The Beast,16,4,0,180.34,77.11,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,20,0.8,0.2,0.0,3.2
Ray Wizard,The Beast,0,1,0,178.23432467873064,77.11,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,1,0.0,1.0,0.0,0.0
Ty Flores,Big Medicine,7,3,0,190.5,92.99,185.42,Switch,1993-12-22,2.0,37.0,7.8,25.0,1.0,9.0,0.0,0.0,31,10,0.7,0.3,0.0,1.75
John Kelly,The Beast,5,4,0,175.26,77.11,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,9,0.5555555555555556,0.4444444444444444,0.0,1.0
Anton Turkalj,The Pleasure Man,8,3,0,193.04,92.99,198.12,Orthodox,1996-06-10,1.72,53.0,2.48,49.0,6.55,51.0,16.0,0.0,29,11,0.7272727272727273,0.2727272727272727,0.0,2.0
Jimmy Lawson,Greedy,4,2,0,182.88,120.2,195.58,Orthodox,1991-11-13,0.07,8.0,1.6,44.0,0.0,0.0,0.0,0.0,33,6,0.6666666666666666,0.3333333333333333,0.0,1.3333333333333333
Carls John De Tomas,The Beast,6,2,0,165.1,56.7,180.34,Southpaw,1996-08-28,1.74,37.0,3.93,44.0,1.37,33.0,66.0,0.0,29,8,0.75,0.25,0.0,2.0
Yazan Hajeh,Yazzle Dazzle,6,1,0,175.26,65.77,181.80887362637364,Orthodox,1992-09-04,1.54,25.0,17.44,44.0,0.0,0.0,100.0,0.0,33,7,0.8571428571428571,0.14285714285714285,0.0,3.0
Richard Dalton,The Beast,4,3,1,185.42,92.99,181.80887362637364,Orthodox,1987-01-21,1.2,69.0,3.27,25.0,1.0,11.0,0.0,0.0,38,8,0.5,0.375,0.125,1.0
Paulo Renato Junior,The Beast,12,3,0,182.88,92.99,185.42,Orthodox,1994-01-25,4.89,45.0,5.18,56.0,0.0,0.0,100.0,0.0,31,15,0.8,0.2,0.0,3.0
Ricky Calatayud,The Beast,16,2,0,175.26,56.7,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,18,0.8888888888888888,0.1111111111111111,0.0,5.333333333333333
Raou Raou,The Beast,0,1,0,172.72,88.45,181.80887362637364,Orthodox,1987-01-21,2.01,16.0,6.75,60.0,0.0,0.0,0.0,0.0,38,1,0.0,1.0,0.0,0.0
David Roberts,The Beast,5,8,0,185.42,77.11,181.80887362637364,Orthodox,1975-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,13,0.38461538461538464,0.6153846153846154,0.0,0.5555555555555556
Alberto Montes,The Promise,4,0,0,170.18,61.23,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,4,1.0,0.0,0.0,4.0
Cody Floyd,The Beast,2,0,0,178.23432467873064,77.11,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,2,1.0,0.0,0.0,2.0
Fellipe Andrew,The Beast,0,0,0,178.23432467873064,77.11,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0,,,,0.0
Colin Fletcher,The Freakshow,14,8,0,187.96,70.31,181.80887362637364,Orthodox,1983-01-08,3.1,34.0,2.97,62.0,0.0,0.0,27.0,0.0,42,22,0.6363636363636364,0.36363636363636365,0.0,1.5555555555555556
Karla Benitez,The Beast,14,11,1,160.02,51.26,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,2.4,57.0,0.0,0.0,100.0,0.0,38,26,0.5384615384615384,0.4230769230769231,0.038461538461538464,1.1666666666666667
Torrance Taylor,The Beast,13,8,1,170.18,70.31,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,22,0.5909090909090909,0.36363636363636365,0.045454545454545456,1.4444444444444444
Nate Schroeder,The Beast,11,10,0,185.42,104.33,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,21,0.5238095238095238,0.47619047619047616,0.0,1.0
Shane Young,Smokin',13,8,0,172.72,65.77,182.88,Orthodox,1993-07-31,5.19,40.0,5.46,52.0,0.63,18.0,64.0,0.0,32,21,0.6190476190476191,0.38095238095238093,0.0,1.4444444444444444
Justin Gonzales,J-Train,6,0,0,175.26,65.77,182.88,Orthodox,1991-04-28,6.67,80.0,0.87,43.0,14.0,73.0,100.0,0.0,34,6,1.0,0.0,0.0,6.0
Josh Bennett,The Beast,11,14,0,193.04,117.48,181.80887362637364,Orthodox,1987-01-21,2.9,40.0,5.8,43.0,1.5,100.0,100.0,0.0,38,25,0.44,0.56,0.0,0.7333333333333333
Waylon Kennell,The Beast,6,2,0,182.88,83.91,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,8,0.75,0.25,0.0,2.0
Billy Vaughan,The Beast,12,17,0,167.64,70.31,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,1.36,50.0,0.0,0.0,0.0,0.0,38,29,0.41379310344827586,0.5862068965517241,0.0,0.6666666666666666
Chase Waldon,The Beast,11,2,0,185.42,83.91,190.5,Orthodox,1986-09-19,1.03,28.0,6.72,38.0,7.76,33.0,0.0,0.0,38,13,0.8461538461538461,0.15384615384615385,0.0,3.6666666666666665
Eiji Ishikawa,The Beast,29,24,3,177.8,77.11,181.80887362637364,Orthodox,1987-01-21,1.2,29.0,4.07,60.0,1.0,9.0,0.0,0.0,38,56,0.5178571428571429,0.42857142857142855,0.05357142857142857,1.16
Francisco Trevino,Sitkayan,13,3,0,175.26,70.31,177.8,Orthodox,1981-12-17,2.65,42.0,2.42,64.0,0.97,22.0,41.0,0.0,43,16,0.8125,0.1875,0.0,3.25
Joe Cason,The Beast,9,1,0,190.5,92.99,181.80887362637364,Orthodox,1987-01-21,4.17,55.0,10.83,23.0,0.0,0.0,0.0,0.0,38,10,0.9,0.1,0.0,4.5
Sasha Palatnikov,The Beast,6,4,0,185.42,77.11,182.88,Switch,1989-03-15,6.69,53.0,5.44,52.0,0.72,100.0,70.0,0.0,36,10,0.6,0.4,0.0,1.2
Kotetsu Boku,The Beast,25,11,2,175.26,69.85,181.80887362637364,Orthodox,1977-05-27,2.47,42.0,2.8,53.0,0.0,0.0,0.0,0.0,48,38,0.6578947368421053,0.2894736842105263,0.05263157894736842,2.0833333333333335
Josh Neal,The Beast,5,11,0,182.88,83.91,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,16,0.3125,0.6875,0.0,0.4166666666666667
Issa Isakov,Determinator,10,3,0,175.26,70.31,177.8,Orthodox,1989-10-22,1.93,36.0,5.78,40.0,0.0,0.0,0.0,0.0,35,13,0.7692307692307693,0.23076923076923078,0.0,2.5
Marcelo Mello,The Beast,1,0,0,170.18,77.11,181.80887362637364,Southpaw,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,1,1.0,0.0,0.0,1.0
Shana Dobson,Danger,4,5,0,167.64,56.7,175.26,Orthodox,1989-03-30,3.34,37.0,5.2,50.0,0.84,50.0,14.0,0.0,36,9,0.4444444444444444,0.5555555555555556,0.0,0.6666666666666666
Justin Tafa,Bad Man,7,3,0,182.88,119.75,187.96,Southpaw,1993-12-13,5.13,55.0,5.93,49.0,0.0,0.0,100.0,0.0,31,10,0.7,0.3,0.0,1.75
Jason Reinhardt,The Beast,20,3,0,167.64,61.23,181.80887362637364,Orthodox,1969-10-31,0.51,40.0,4.07,43.0,1.91,12.0,50.0,0.0,55,23,0.8695652173913043,0.13043478260869565,0.0,5.0
John Doyle,The Iron Bull,11,22,0,180.34,92.99,181.80887362637364,Orthodox,1976-11-21,3.5,44.0,10.51,27.0,0.0,0.0,0.0,0.0,48,33,0.3333333333333333,0.6666666666666666,0.0,0.4782608695652174
Jordan Goodwin,The Beast,0,0,0,178.23432467873064,70.31,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0,,,,0.0
Tai Tuivasa,Bam Bam,15,6,0,187.96,119.75,190.5,Southpaw,1993-03-16,3.98,49.0,4.98,43.0,0.0,0.0,54.0,0.0,32,21,0.7142857142857143,0.2857142857142857,0.0,2.142857142857143
Jerome LeBanner,The Beast,3,2,0,190.5,120.2,181.80887362637364,Southpaw,1972-12-26,0.92,35.0,1.03,37.0,0.0,0.0,50.0,0.0,52,5,0.6,0.4,0.0,1.0
Marvin Maldonado,The Bulldog,2,4,0,167.64,61.23,181.80887362637364,Orthodox,1987-01-21,0.87,56.0,3.47,43.0,0.0,0.0,20.0,0.0,38,6,0.3333333333333333,0.6666666666666666,0.0,0.4
Lee Gibson,Lethal,12,4,0,170.18,70.31,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,16,0.75,0.25,0.0,2.4
Jocelyn Jones-Lybarger,The Beast,6,4,0,170.18,52.16,162.56,Orthodox,1985-10-04,2.96,31.0,4.83,56.0,0.34,25.0,81.0,0.0,39,10,0.6,0.4,0.0,1.2
Victor Valenzuela,Joe Boxer,13,6,2,177.8,70.31,181.80887362637364,Orthodox,1987-01-21,1.28,100.0,2.55,0.0,0.0,0.0,0.0,0.0,38,21,0.6190476190476191,0.2857142857142857,0.09523809523809523,1.8571428571428572
Matt Kovacs,300,12,16,0,182.88,110.68,181.80887362637364,Orthodox,1987-01-21,1.47,22.0,4.87,44.0,1.0,25.0,0.0,0.0,38,28,0.42857142857142855,0.5714285714285714,0.0,0.7058823529411765
Isaac Vallie-Flagg,The Beast,16,7,1,172.72,70.31,177.8,Orthodox,1978-04-08,5.56,47.0,5.6,45.0,0.2,12.0,58.0,0.0,47,24,0.6666666666666666,0.2916666666666667,0.041666666666666664,2.0
Dequan Townsend,The Tarantula,21,12,0,190.5,92.99,200.66,Orthodox,1986-05-11,1.23,34.0,3.92,38.0,0.0,0.0,46.0,0.0,39,33,0.6363636363636364,0.36363636363636365,0.0,1.6153846153846154
Charon Spain,The Beast,14,26,0,175.26,70.31,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,40,0.35,0.65,0.0,0.5185185185185185
Jason Butcher,The Beast,10,2,0,190.5,83.91,181.80887362637364,Orthodox,1987-01-21,1.82,40.0,2.73,25.0,13.64,50.0,0.0,0.0,38,12,0.8333333333333334,0.16666666666666666,0.0,3.3333333333333335
Turrell Galloway,The Beast,8,6,0,160.02,65.77,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,14,0.5714285714285714,0.42857142857142855,0.0,1.1428571428571428
Cody Garbrandt,No Love,13,5,0,172.72,61.23,165.1,Orthodox,1991-07-07,3.0,40.0,3.89,61.0,1.13,34.0,78.0,0.0,34,18,0.7222222222222222,0.2777777777777778,0.0,2.1666666666666665
Ron Fields,Killing,28,32,1,187.96,90.72,181.80887362637364,Orthodox,1974-11-18,0.33,33.0,2.64,11.0,0.0,0.0,0.0,0.0,50,61,0.45901639344262296,0.5245901639344263,0.01639344262295082,0.8484848484848485
Kenyon Jackson,The Beast,4,3,0,182.88,83.91,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,7,0.5714285714285714,0.42857142857142855,0.0,1.0
Ivan Cole,JP,2,3,0,175.26,61.23,181.80887362637364,Orthodox,1987-01-21,2.68,36.0,4.69,46.0,0.0,0.0,0.0,0.0,38,5,0.4,0.6,0.0,0.5
Mike Jackson,The Truth,1,2,0,187.96,77.11,187.96,Orthodox,1985-03-22,4.49,57.0,3.73,62.0,0.71,33.0,88.0,0.0,40,3,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333
Yanal Ashmouz,Red Fox,7,1,0,175.26,70.31,172.72,Orthodox,1995-03-31,3.08,42.0,5.35,59.0,0.92,50.0,50.0,0.0,30,8,0.875,0.125,0.0,3.5
Evan Esguerra,The Beast,8,7,0,178.23432467873064,65.77,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,15,0.5333333333333333,0.4666666666666667,0.0,1.0
Justin Pennington,The Beast,3,3,0,162.56,77.11,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,6,0.5,0.5,0.0,0.75
Colleen Schneider,The Beast,11,7,0,178.23432467873064,61.23,181.80887362637364,Orthodox,1987-01-21,2.17,48.0,2.5,50.0,2.5,50.0,60.0,0.0,38,18,0.6111111111111112,0.3888888888888889,0.0,1.375
Miles Johns,Chapo,14,2,0,170.18,61.23,167.64,Orthodox,1994-03-30,3.51,48.0,2.75,68.0,1.03,21.0,85.0,0.0,31,16,0.875,0.125,0.0,4.666666666666667
Mike Dolce,Skull Cracker,5,10,0,180.34,83.91,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,15,0.3333333333333333,0.6666666666666666,0.0,0.45454545454545453
Bendy Casimir,The Beast,20,14,2,165.1,65.77,181.80887362637364,Southpaw,1980-06-10,0.74,27.0,3.42,54.0,0.0,0.0,100.0,0.0,45,36,0.5555555555555556,0.3888888888888889,0.05555555555555555,1.3333333333333333
Clint Godfrey,The Beast,13,3,0,167.64,61.23,181.80887362637364,Southpaw,1982-10-21,0.57,31.0,0.96,65.0,0.85,25.0,50.0,0.0,42,16,0.8125,0.1875,0.0,3.25
Oban Elliott,The Welsh Gangster,9,2,0,182.88,77.11,182.88,Orthodox,1997-12-19,3.87,44.0,2.8,61.0,4.0,44.0,0.0,0.0,27,11,0.8181818181818182,0.18181818181818182,0.0,3.0
Scott Junk,The Beast,8,3,1,185.42,120.2,181.80887362637364,Orthodox,1978-12-17,5.13,60.0,1.81,45.0,0.0,0.0,0.0,0.0,46,12,0.6666666666666666,0.25,0.08333333333333333,2.0
Joel Thomas,The NIce Guy,5,2,0,177.8,77.11,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,7,0.7142857142857143,0.2857142857142857,0.0,1.6666666666666667
Nick Newell,Notorious,14,2,0,177.8,70.31,181.80887362637364,Southpaw,1986-03-17,3.53,46.0,4.07,36.0,0.0,0.0,33.0,0.0,39,16,0.875,0.125,0.0,4.666666666666667
Sean Lally,The Unpredictable One,7,3,0,182.88,77.11,181.80887362637364,Orthodox,1990-11-04,5.34,39.0,7.23,30.0,0.0,0.0,0.0,0.0,34,10,0.7,0.3,0.0,1.75
Asbel Cancio,The Beast,0,1,0,177.8,102.06,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,1,0.0,1.0,0.0,0.0
Marques Daniels,The Beast,5,5,0,178.23432467873064,70.31,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,10,0.5,0.5,0.0,0.8333333333333334
Brian Cobb,The Beast,20,9,0,180.34,70.31,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,3.68,55.0,5.81,50.0,0.0,0.0,38,29,0.6896551724137931,0.3103448275862069,0.0,2.0
Christian Uflacker,The Beast,5,0,0,180.34,77.11,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,5,1.0,0.0,0.0,5.0
Nick Denis,The Ninja of Love,11,3,0,170.18,61.23,181.80887362637364,Orthodox,1983-10-11,6.54,53.0,5.42,36.0,2.8,100.0,80.0,0.0,41,14,0.7857142857142857,0.21428571428571427,0.0,2.75
David Gomez,The Beast,1,2,0,178.23432467873064,70.31,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,3,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333
Rolando Perez,The Beast,7,5,2,172.72,61.23,181.80887362637364,Orthodox,1987-01-21,4.23,36.0,4.83,63.0,0.0,0.0,100.0,0.0,38,14,0.5,0.35714285714285715,0.14285714285714285,1.1666666666666667
Junya Kudo,The Beast,10,7,2,178.23432467873064,61.23,181.80887362637364,Orthodox,1987-01-21,1.85,71.0,4.44,33.0,0.0,0.0,0.0,0.0,38,19,0.5263157894736842,0.3684210526315789,0.10526315789473684,1.25
Forrest Petz,The Meat Cleaver,26,10,0,175.26,77.11,180.34,Orthodox,1975-09-22,2.27,29.0,2.2,57.0,1.3,100.0,66.0,0.0,49,36,0.7222222222222222,0.2777777777777778,0.0,2.3636363636363638
Bubba Pugh,The Beast,3,3,0,177.8,83.91,181.80887362637364,Orthodox,1987-01-21,2.87,67.0,2.6,23.0,4.0,57.0,80.0,0.0,38,6,0.5,0.5,0.0,0.75
Adam Milstead,The Prototype,8,4,0,190.5,92.99,193.04,Orthodox,1987-07-03,3.85,46.0,4.79,43.0,0.0,0.0,64.0,0.0,38,12,0.6666666666666666,0.3333333333333333,0.0,1.6
Tim Roman,The Beast,3,4,0,185.42,77.11,181.80887362637364,Orthodox,1987-01-21,0.6,40.0,2.4,40.0,1.0,100.0,16.0,0.0,38,7,0.42857142857142855,0.5714285714285714,0.0,0.6
Jin Soo Son,The Beast,9,4,0,167.64,61.23,175.26,Orthodox,1993-04-01,5.1,36.0,7.63,52.0,1.5,25.0,100.0,0.0,32,13,0.6923076923076923,0.3076923076923077,0.0,1.8
Haisam Rida,The Beast,0,0,0,178.23432467873064,77.11,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0,,,,0.0
Edwin Aguilar,Tigre,26,19,0,177.8,83.91,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,45,0.5777777777777777,0.4222222222222222,0.0,1.3
Gary Quan,The Beast,3,5,0,172.72,64.86,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,8,0.375,0.625,0.0,0.5
Tim Catalfo,Obake,4,2,0,180.34,106.59,181.80887362637364,Orthodox,1987-01-21,0.39,100.0,0.77,33.0,0.0,0.0,0.0,0.0,38,6,0.6666666666666666,0.3333333333333333,0.0,1.3333333333333333
Jesse Gillespie,The Beast,3,2,0,178.23432467873064,83.91,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,5,0.6,0.4,0.0,1.0
Roy Jones,The Beast,7,5,0,178.23432467873064,92.99,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,12,0.5833333333333334,0.4166666666666667,0.0,1.1666666666666667
Mack Brewer,The Beast,0,1,0,178.23432467873064,92.99,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,6.67,36.0,0.0,0.0,0.0,0.0,38,1,0.0,1.0,0.0,0.0
Tsuyoshi Tamakairiki,The Beast,0,3,0,182.88,99.79,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,26.67,50.0,0.0,0.0,0.0,0.0,38,3,0.0,1.0,0.0,0.0
JR Coughran,Bam Bam,4,1,0,167.64,65.77,181.80887362637364,Orthodox,1994-05-17,12.29,57.0,6.8,45.0,0.0,0.0,75.0,0.0,31,5,0.8,0.2,0.0,2.0
Takayuki Okada,Giant Ochiai,3,3,2,185.42,131.54,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,8,0.375,0.375,0.25,0.75
Joe Wilk,The Nose,19,11,0,175.26,65.77,181.80887362637364,Orthodox,1987-01-21,1.0,54.0,2.0,72.0,0.0,0.0,0.0,0.0,38,30,0.6333333333333333,0.36666666666666664,0.0,1.5833333333333333
Khusein Askhabov,Nohcho,23,1,0,172.72,65.77,175.26,Orthodox,1995-02-13,2.0,26.0,4.13,56.0,0.0,0.0,66.0,0.0,30,24,0.9583333333333334,0.041666666666666664,0.0,11.5
Joe Camacho,The Beast,13,19,3,175.26,70.31,181.80887362637364,Orthodox,1972-03-10,0.31,17.0,5.0,42.0,0.0,0.0,0.0,0.0,53,35,0.37142857142857144,0.5428571428571428,0.08571428571428572,0.65
Aoriqileng,The Mongolian Murderer,25,10,0,170.18,61.23,175.26,Orthodox,1993-06-25,5.31,50.0,5.56,50.0,1.64,46.0,58.0,0.0,32,35,0.7142857142857143,0.2857142857142857,0.0,2.272727272727273
Kier Gooch,The Beast,2,7,0,178.23432467873064,70.31,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,9,0.2222222222222222,0.7777777777777778,0.0,0.25
Austin Hubbard,Thud,16,7,0,177.8,70.31,180.34,Orthodox,1991-12-22,3.83,46.0,3.37,56.0,1.55,52.0,63.0,0.0,33,23,0.6956521739130435,0.30434782608695654,0.0,2.0
Liudvik Sholinian,Palmeyros,9,4,1,177.8,61.23,180.34,Orthodox,1990-01-20,2.5,30.0,5.67,55.0,0.0,0.0,66.0,0.0,35,14,0.6428571428571429,0.2857142857142857,0.07142857142857142,1.8
Austin Tweedy,The Beast,8,2,0,175.26,70.31,181.80887362637364,Orthodox,1990-09-25,4.29,66.0,6.43,0.0,0.0,0.0,0.0,0.0,34,10,0.8,0.2,0.0,2.6666666666666665
Adrian Serrano,The Beast,56,29,4,172.72,77.11,181.80887362637364,Orthodox,1987-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,89,0.6292134831460674,0.3258426966292135,0.0449438202247191,1.8666666666666667
Jorge de Oliveira,Blade,9,2,0,172.72,70.31,181.80887362637364,Orthodox,1980-01-22,1.26,31.0,4.84,48.0,0.0,0.0,22.0,0.0,45,11,0.8181818181818182,0.18181818181818182,0.0,3.0
Ewerton Teixeira,The Beast,3,1,0,185.42,109.77,181.80887362637364,Orthodox,1987-01-21,2.0,39.0,3.22,35.0,0.0,0.0,33.0,0.0,38,4,0.75,0.25,0.0,1.5
Wagner Prado,Caldeirao,12,3,0,182.88,92.99,187.96,Southpaw,1986-12-30,1.72,40.0,3.06,50.0,0.0,0.0,22.0,0.0,38,15,0.8,0.2,0.0,3.0
